transaction_id,revenue_at_risk,risk_score,risk_level,root_cause,action,reason,expected_recovery,recovery_probability,intervention_cost,requires_human_approval,policy_checks,stopping_reason,confidence
txn_419a832e,19326.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,6764.1,0.35,2,False,[],,35.0
txn_71ce2339,11900.0,50,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,4760.0,0.4,2,False,[],,30.0
txn_fc1f5cf9,38607.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (39 days). Requires human approval.,19303.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_e84d2ae0,3314.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,994.2,0.3,2,False,[],,30.0
txn_47dbae94,31678.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,11087.3,0.35,2,False,[],,45.0
txn_6be33f06,44423.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (87 days). Requires human approval.,22211.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_cffa3179,14607.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (83 days). Requires human approval.,7303.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_f2d30c92,20046.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (64 days). Requires human approval.,10023.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_388d6f21,45744.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (70 days). Requires human approval.,22872.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_06784a36,23606.0,35,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 8 days overdue (escalation stage),11803.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,60.0
txn_3bda5506,26231.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,9180.85,0.35,2,False,[],,35.0
txn_c1aa6210,39448.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (40 days). Requires human approval.,19724.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_1c710188,24188.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,8465.8,0.35,2,False,[],,35.0
txn_4f7cc4d6,36586.0,40,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,25610.2,0.7,5,False,[],,80.0
txn_4faa80c7,44269.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,13280.7,0.3,2,False,[],,20.0
txn_c5280dd0,3690.0,35,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 1 days overdue (early stage),1845.0,0.5,2,False,"[""OVERDUE_EARLY""]",,50.0
txn_692ec567,11614.0,50,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,5226.3,0.45,2,False,[],,35.0
txn_697777d0,49921.0,50,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,19968.4,0.4,2,False,[],,30.0
txn_0c71e8e1,21281.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (81 days). Requires human approval.,10640.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_c27a2d43,42818.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,14986.3,0.35,2,False,[],,25.0
txn_a2886b61,23948.0,30,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,7184.4,0.3,2,False,[],,40.0
txn_56433a5d,45019.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (68 days). Requires human approval.,22509.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_65d64ce8,10948.0,50,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,8211.0,0.75,5,False,[],,65.0
txn_3e0db38a,24670.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 29 days overdue (escalation stage),12335.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,50.0
txn_fb422101,49831.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,17440.85,0.35,2,False,[],,45.0
txn_a9955022,36066.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,12623.1,0.35,2,False,[],,25.0
txn_fd1af0ee,16723.0,35,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 3 days overdue (early stage),8361.5,0.5,2,False,"[""OVERDUE_EARLY""]",,60.0
txn_7d18b011,30549.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,10692.15,0.35,2,False,[],,35.0
txn_e2c4b1ca,32619.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (89 days). Requires human approval.,16309.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_4cc9c244,11926.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (70 days). Requires human approval.,5963.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_d595244f,11021.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,3306.3,0.3,2,False,[],,20.0
txn_bb081a33,23909.0,40,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,Base action selected for TEMPORARY_PAYMENT_FAILURE,17931.75,0.75,5,False,[],,85.0
txn_9aea9687,7817.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (34 days). Requires human approval.,3908.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_1b935245,1822.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,637.7,0.35,2,False,[],,35.0
txn_3007e04a,4408.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (40 days). Requires human approval.,2204.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_5ab3448e,42196.0,35,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 10 days overdue (escalation stage),21098.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,50.0
txn_d535ae79,14876.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (45 days). Requires human approval.,7438.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_3115de50,40367.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,28256.9,0.7,5,False,[],,80.0
txn_13e00459,2799.0,35,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 4 days overdue (early stage),1399.5,0.5,2,False,"[""OVERDUE_EARLY""]",,60.0
txn_0a3252fb,42977.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (87 days). Requires human approval.,21488.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_691e51a4,24082.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,8428.7,0.35,2,False,[],,35.0
txn_af37a9ef,36658.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (47 days). Requires human approval.,18329.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_f0c75acd,48552.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (39 days). Requires human approval.,24276.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_7f85910b,27398.0,30,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,Base action selected for SUBSCRIPTION_PAYMENT_FAILURE,15068.9,0.55,5,False,[],,55.00000000000001
txn_ffc6a46c,25016.0,30,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,Base action selected for OTHER_REVENUE_RISK,5003.2,0.2,2,False,[],,30.0
txn_534a400d,47346.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,33142.2,0.7,5,False,[],,80.0
txn_8f29273b,25956.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (45 days). Requires human approval.,12978.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_f280de2f,439.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,153.65,0.35,2,False,[],,25.0
txn_4d2afa4d,18924.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,6623.4,0.35,2,False,[],,45.0
txn_0c0787d1,2544.0,45,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,Invoice is 23 days overdue (escalation stage),1272.0,0.5,50,False,"[""OVERDUE_ESCALATION""]",,60.0
txn_05afec16,2555.0,45,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 2 days overdue (early stage),1277.5,0.5,2,False,"[""OVERDUE_EARLY""]",,60.0
txn_521b9712,1023.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,306.9,0.3,2,False,[],,20.0
txn_1004d7ec,5465.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,1912.75,0.35,2,False,[],,35.0
txn_fe7aa9a2,33227.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,11629.45,0.35,2,False,[],,35.0
txn_dd362afa,22891.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,9156.4,0.4,2,False,[],,40.0
txn_c1c150ee,35780.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,25046.0,0.7,5,False,[],,80.0
txn_ea90d431,7495.0,45,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,Invoice is 5 days overdue (early stage),3747.5,0.5,2,False,"[""OVERDUE_EARLY""]",,40.0
txn_8d3c60c0,31132.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,10896.2,0.35,2,False,[],,45.0
txn_8a42d6fa,6349.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (68 days). Requires human approval.,3174.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_385e6861,21840.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (50 days). Requires human approval.,10920.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_d6a51586,29246.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (47 days). Requires human approval.,14623.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_04c9ce72,32592.0,30,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,14666.4,0.45,2,False,[],,55.0
txn_850613af,21696.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,7593.6,0.35,2,False,[],,35.0
txn_979d9e6b,46973.0,50,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,21137.85,0.45,2,False,[],,35.0
txn_16384a9b,26289.0,30,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,11830.05,0.45,2,False,[],,55.0
txn_197ad14e,14585.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,4375.5,0.3,2,False,[],,20.0
txn_ba14579f,15294.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (52 days). Requires human approval.,7647.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_55ed56a2,35285.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,12349.75,0.35,2,False,[],,35.0
txn_c3090150,34684.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (82 days). Requires human approval.,17342.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_8bde2d0f,42387.0,30,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,Base action selected for PAYMENT_INFRASTRUCTURE_FAILURE,29670.9,0.7,5,False,[],,70.0
txn_f30039a4,728.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (63 days). Requires human approval.,364.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_489cef36,2826.0,45,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,989.1,0.35,2,False,[],,25.0
txn_ab7b0640,49340.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,17269.0,0.35,2,False,[],,25.0
txn_4c3375e7,7793.0,65,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (31 days). Requires human approval.,3896.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_ad579f82,8415.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (90 days). Requires human approval.,4207.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_aa21c455,45628.0,40,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,20532.6,0.45,2,False,[],,35.0
txn_890d9924,4250.0,30,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,Base action selected for PAYMENT_METHOD_FAILURE,1700.0,0.4,2,False,[],,50.0
txn_bf469f77,10453.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (57 days). Requires human approval.,5226.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_631aea35,49458.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,17310.3,0.35,2,False,[],,45.0
txn_f3e4f69a,10855.0,50,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,Base action selected for INSUFFICIENT_FUNDS,3256.5,0.3,2,False,[],,20.0
txn_ffb1d0ab,38738.0,35,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,13558.3,0.35,2,False,[],,25.0
txn_9e1332d7,16363.0,40,MEDIUM,SUBSCRIPTION_PAYMENT_FAILURE,MANDATE_RETRY,Base action selected for SUBSCRIPTION_PAYMENT_FAILURE,8999.65,0.55,5,False,[],,55.00000000000001
txn_674e4727,23764.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (41 days). Requires human approval.,11882.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,40.0
txn_7c0e27c2,32936.0,50,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,Base action selected for AUTHENTICATION_FAILURE,14821.2,0.45,2,False,[],,35.0
txn_5c2cc24f,10282.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (69 days). Requires human approval.,5141.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_89e3c56b,17090.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,5981.5,0.35,2,False,[],,35.0
txn_552832fb,2417.0,55,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (71 days). Requires human approval.,1208.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,50.0
txn_96e53d46,18601.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (40 days). Requires human approval.,9300.5,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_c7657d79,47758.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,16715.3,0.35,2,False,[],,45.0
txn_e383c406,9430.0,45,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,Invoice is severely overdue (36 days). Requires human approval.,4715.0,0.5,0,True,"[""OVERDUE_SEVERE""]",,60.0
txn_4c98f3a4,38419.0,25,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,Base action selected for CHECKOUT_ABANDONMENT,13446.65,0.35,2,False,[],,45.0
