transaction_id,customer_id,amount,currency,transaction_date,transaction_type,status,failure_reason,customer_type,previous_successful_payments,previous_failed_payments,checkout_abandoned,subscription_status,invoice_due_days,customer_lifetime_value,recovery_attempts,recovered,recovered_amount
txn_75b79cf6,cust_0205,30947,INR,2026-03-12 13:01:38,subscription,successful,none,returning,12,2,False,active,0,59315,0,True,30947
txn_4383516d,cust_0360,4649,INR,2026-08-20 15:30:38,checkout,successful,none,VIP,85,3,False,none,0,420469,0,True,4649
txn_aafbdedd,cust_0986,11802,INR,2026-06-08 05:48:38,invoice,overdue,none,returning,2,0,False,none,75,19920,0,False,0
txn_43744cae,cust_0922,7678,INR,2026-08-27 02:27:38,invoice,overdue,none,VIP,44,2,False,none,50,45650,0,False,0
txn_64e25f0a,cust_0737,45113,INR,2026-08-09 21:28:38,checkout,abandoned,none,VIP,45,2,True,none,0,226598,0,False,0
txn_d39a487e,cust_0738,20672,INR,2026-03-02 09:51:38,payment,successful,none,returning,17,2,False,none,0,86037,0,True,20672
txn_7a9e09a9,cust_0694,27654,INR,2026-08-27 10:08:38,invoice,successful,none,VIP,42,4,False,none,0,152184,0,True,27654
txn_09f6f569,cust_0477,38109,INR,2026-07-14 22:21:38,checkout,successful,none,returning,15,1,False,none,0,108414,0,True,38109
txn_4ef20ea6,cust_0096,43606,INR,2026-07-21 19:24:38,checkout,successful,none,new,1,0,False,none,0,45946,0,True,43606
txn_ccc81316,cust_0467,31238,INR,2026-06-26 14:45:38,payment,successful,none,returning,19,1,False,none,0,100493,0,True,31238
txn_6642f1ed,cust_0225,49315,INR,2026-07-27 05:18:38,payment,failed,authentication_failure,new,1,0,False,none,0,50226,0,False,0
txn_7beca169,cust_0544,43850,INR,2026-03-23 19:29:38,checkout,abandoned,none,VIP,96,2,True,none,0,439850,0,False,0
txn_c6fcd014,cust_0919,36005,INR,2026-06-24 23:09:38,invoice,successful,none,new,1,0,False,none,0,40191,0,True,36005
txn_9af30457,cust_0497,34263,INR,2026-08-07 21:08:38,checkout,abandoned,none,VIP,50,2,True,none,0,239413,0,False,0
txn_72037c25,cust_0915,22110,INR,2026-03-03 14:41:38,checkout,successful,none,VIP,30,1,False,none,0,74160,0,True,22110
txn_d5cbaac2,cust_0339,27288,INR,2026-05-12 06:29:38,invoice,successful,none,VIP,79,3,False,none,0,107078,0,True,27288
txn_06ca14a3,cust_0021,45681,INR,2026-05-29 09:38:38,checkout,abandoned,none,VIP,68,3,True,none,0,82945,0,False,0
txn_da38963c,cust_0500,27560,INR,2026-05-20 08:44:38,subscription,successful,none,new,1,0,False,active,0,31630,0,True,27560
txn_cb9b8bb0,cust_0942,26597,INR,2026-03-11 19:21:38,payment,failed,authentication_failure,new,0,0,False,none,0,26597,0,False,0
txn_62b4c684,cust_0267,8993,INR,2026-05-22 10:38:38,subscription,failed,card_declined,returning,11,1,False,past_due,0,55457,0,False,0
txn_64d494c9,cust_0855,27727,INR,2026-08-14 08:12:38,invoice,overdue,none,new,1,0,False,none,33,28385,0,False,0
txn_0c4b7d35,cust_0973,42813,INR,2026-06-27 14:56:38,payment,failed,temporary_bank_error,new,0,0,False,none,0,42813,0,False,0
txn_71218d30,cust_0717,37060,INR,2026-07-17 10:20:38,payment,failed,authentication_failure,returning,12,1,False,none,0,54316,0,False,0
txn_6eccee4e,cust_0407,20544,INR,2026-06-10 21:48:38,invoice,successful,none,VIP,45,0,False,none,0,132549,0,True,20544
txn_4ca093a9,cust_0802,37188,INR,2026-05-09 22:03:38,checkout,abandoned,none,new,1,0,True,none,0,42052,0,False,0
txn_587e64e9,cust_0013,42537,INR,2026-03-18 04:41:38,checkout,successful,none,returning,16,0,False,none,0,107353,0,True,42537
txn_3c440507,cust_0631,11643,INR,2026-03-29 11:06:38,checkout,successful,none,VIP,81,3,False,none,0,341151,0,True,11643
txn_d99404ea,cust_0903,5779,INR,2026-04-23 09:15:38,invoice,overdue,none,returning,8,3,False,none,36,34611,0,False,0
txn_a3f3b479,cust_0349,23353,INR,2026-07-10 17:11:38,checkout,successful,none,returning,20,2,False,none,0,35013,0,True,23353
txn_3daa28a3,cust_0488,32119,INR,2026-07-02 06:42:38,payment,failed,unknown,VIP,82,3,False,none,0,84681,0,False,0
txn_17c59ea8,cust_0485,43613,INR,2026-04-09 09:04:38,checkout,successful,none,VIP,87,2,False,none,0,390308,0,True,43613
txn_7ec86ce3,cust_0124,17854,INR,2026-03-04 14:14:38,subscription,failed,insufficient_funds,VIP,44,2,False,past_due,0,82930,0,False,0
txn_61386056,cust_0742,31832,INR,2026-07-09 10:12:38,checkout,successful,none,VIP,87,4,False,none,0,276998,0,True,31832
txn_7d3f50c8,cust_0726,19909,INR,2026-04-08 09:42:38,payment,successful,none,VIP,36,2,False,none,0,51301,0,True,19909
txn_9f260208,cust_0106,41903,INR,2026-06-01 14:23:38,invoice,overdue,none,new,1,0,False,none,63,46248,0,False,0
txn_67b2828e,cust_0842,31408,INR,2026-03-18 22:23:38,payment,successful,none,new,1,0,False,none,0,35936,0,True,31408
txn_b3aaac20,cust_0088,36986,INR,2026-03-22 11:37:38,checkout,successful,none,new,0,0,False,none,0,36986,0,True,36986
txn_353ef777,cust_0305,29624,INR,2026-08-02 12:46:38,invoice,successful,none,VIP,74,2,False,none,0,103106,0,True,29624
txn_596703d6,cust_0161,43381,INR,2026-05-15 04:42:38,payment,successful,none,new,0,0,False,none,0,43381,0,True,43381
txn_15741718,cust_0238,19187,INR,2026-06-20 22:49:38,payment,successful,none,returning,10,3,False,none,0,30017,0,True,19187
txn_9b9c144c,cust_0664,13064,INR,2026-07-16 09:48:38,subscription,failed,temporary_bank_error,new,1,0,False,past_due,0,14729,0,False,0
txn_b0076ee8,cust_0480,37403,INR,2026-04-21 01:55:38,subscription,failed,authentication_failure,VIP,58,5,False,past_due,0,257629,0,False,0
txn_ade80f8d,cust_0911,39292,INR,2026-03-08 00:49:38,payment,successful,none,returning,11,2,False,none,0,47113,0,True,39292
txn_baefac09,cust_0591,44158,INR,2026-05-06 11:15:38,invoice,overdue,none,new,0,0,False,none,35,44158,0,False,0
txn_9cb5ef21,cust_0834,28666,INR,2026-06-05 22:20:38,invoice,overdue,none,returning,3,3,False,none,82,38716,0,False,0
txn_984f6acd,cust_0711,21714,INR,2026-06-08 11:06:38,invoice,overdue,none,returning,10,3,False,none,53,29714,0,False,0
txn_9c29db7c,cust_0674,26588,INR,2026-05-26 23:38:38,payment,successful,none,VIP,79,3,False,none,0,101164,0,True,26588
txn_9c7cc98c,cust_0209,29069,INR,2026-03-02 04:19:38,payment,successful,none,returning,18,1,False,none,0,80531,0,True,29069
txn_88370f86,cust_0727,41389,INR,2026-08-04 11:33:38,subscription,successful,none,new,1,0,False,active,0,42001,0,True,41389
txn_6dd3fbf5,cust_0664,30341,INR,2026-06-19 05:33:38,invoice,overdue,none,new,1,0,False,none,16,33231,0,False,0
txn_7706aa2b,cust_0468,31047,INR,2026-04-18 19:30:38,subscription,successful,none,VIP,38,3,False,active,0,109365,0,True,31047
txn_e6c2ae64,cust_0792,4675,INR,2026-06-12 00:49:38,checkout,successful,none,returning,11,2,False,none,0,10406,0,True,4675
txn_13972121,cust_0458,32189,INR,2026-04-10 06:57:38,invoice,overdue,none,VIP,81,2,False,none,20,293252,0,False,0
txn_160acd62,cust_0245,12463,INR,2026-04-27 20:28:38,invoice,overdue,none,VIP,69,1,True,none,90,279148,0,False,0
txn_fc270b73,cust_0680,25402,INR,2026-07-26 02:49:38,checkout,abandoned,none,VIP,39,3,True,none,0,56719,0,False,0
txn_78c7a031,cust_0103,6677,INR,2026-03-13 15:22:38,invoice,successful,none,VIP,78,0,False,none,0,137717,0,True,6677
txn_855b7f6d,cust_0639,17468,INR,2026-03-08 02:02:38,checkout,successful,none,VIP,70,5,False,none,0,98458,0,True,17468
txn_dd2ed926,cust_0894,41177,INR,2026-03-05 10:12:38,invoice,overdue,none,VIP,24,4,False,none,63,66617,0,False,0
txn_8504cb91,cust_0721,28540,INR,2026-08-20 18:06:38,payment,failed,unknown,new,1,0,False,none,0,30402,0,False,0
txn_419a832e,cust_0368,19326,INR,2026-04-14 05:50:38,checkout,abandoned,none,returning,14,1,True,none,0,54326,0,False,0
txn_71ce2339,cust_0081,11900,INR,2026-03-31 15:12:38,payment,failed,card_declined,VIP,68,4,False,none,0,179996,0,False,0
txn_352112e8,cust_0262,16744,INR,2026-07-18 16:58:38,invoice,successful,none,VIP,21,3,False,none,0,76720,0,True,16744
txn_fc1f5cf9,cust_0655,38607,INR,2026-05-21 04:20:38,invoice,overdue,none,returning,9,3,False,none,39,65373,0,False,0
txn_d4b52527,cust_0589,37581,INR,2026-04-04 21:37:38,checkout,successful,none,returning,10,0,False,none,0,75001,0,True,37581
txn_e84d2ae0,cust_0622,3314,INR,2026-03-11 21:33:38,subscription,failed,insufficient_funds,returning,8,1,False,past_due,0,23738,0,False,0
txn_89d8663b,cust_0317,6467,INR,2026-06-13 08:39:38,payment,successful,none,returning,2,2,False,none,0,9619,0,True,6467
txn_e2c6e764,cust_0806,13259,INR,2026-07-16 10:28:38,subscription,successful,none,VIP,66,4,False,active,0,317519,0,True,13259
txn_47dbae94,cust_0991,31678,INR,2026-08-08 14:38:38,checkout,abandoned,none,returning,11,0,True,none,0,79374,0,False,0
txn_6be33f06,cust_0407,44423,INR,2026-04-12 15:57:38,invoice,overdue,none,VIP,66,0,True,none,87,290735,0,False,0
txn_412c40f5,cust_0599,49187,INR,2026-03-22 02:06:38,checkout,successful,none,returning,12,0,False,none,0,78167,0,True,49187
txn_cffa3179,cust_0065,14607,INR,2026-07-29 15:24:38,invoice,overdue,none,VIP,79,5,False,none,83,249632,0,False,0
txn_f2d30c92,cust_0119,20046,INR,2026-05-03 07:44:38,invoice,overdue,none,new,0,0,False,none,64,20046,0,False,0
txn_388d6f21,cust_0430,45744,INR,2026-03-23 06:09:38,invoice,overdue,none,VIP,39,3,False,none,70,96873,0,False,0
txn_6a52adea,cust_0455,24383,INR,2026-05-25 01:29:38,subscription,successful,none,returning,8,2,False,active,0,34887,0,True,24383
txn_06784a36,cust_0408,23606,INR,2026-07-03 22:46:38,invoice,overdue,none,returning,7,0,False,none,8,53181,0,False,0
txn_a110688a,cust_0806,1499,INR,2026-04-08 12:49:38,payment,successful,none,returning,8,1,False,none,0,18947,0,True,1499
txn_f990ff1c,cust_0793,15369,INR,2026-07-21 14:52:38,checkout,successful,none,new,0,0,False,none,0,15369,0,True,15369
txn_5d72839f,cust_0677,11535,INR,2026-06-28 01:06:38,payment,successful,none,new,0,0,False,none,0,11535,0,True,11535
txn_9050df96,cust_0130,17491,INR,2026-04-28 04:37:38,payment,successful,none,VIP,73,4,False,none,0,121954,0,True,17491
txn_6c951e33,cust_0463,39006,INR,2026-03-12 03:07:38,payment,successful,none,VIP,48,4,False,none,0,80046,0,True,39006
txn_2b9fec9d,cust_0491,2141,INR,2026-05-06 16:29:38,payment,successful,none,returning,14,0,False,none,0,65365,0,True,2141
txn_e5ab3fa2,cust_0068,39965,INR,2026-05-21 23:53:38,subscription,successful,none,new,1,0,False,active,0,44957,0,True,39965
txn_14a711cc,cust_0102,33231,INR,2026-06-30 06:05:38,invoice,successful,none,VIP,34,5,False,none,0,110105,0,True,33231
txn_3bda5506,cust_0426,26231,INR,2026-06-07 22:10:38,checkout,abandoned,none,VIP,32,2,True,none,0,154103,0,False,0
txn_12ceb684,cust_0069,10103,INR,2026-05-24 14:51:38,invoice,successful,none,new,0,0,False,none,0,10103,0,True,10103
txn_a3a37954,cust_0687,36904,INR,2026-05-10 20:23:38,checkout,successful,none,new,1,0,False,none,0,40300,0,True,36904
txn_c1aa6210,cust_0361,39448,INR,2026-07-01 16:04:38,invoice,overdue,none,new,0,0,False,none,40,39448,0,False,0
txn_1c710188,cust_0118,24188,INR,2026-04-05 23:47:38,checkout,abandoned,none,returning,19,1,True,none,0,100473,0,False,0
txn_4f7cc4d6,cust_0952,36586,INR,2026-06-09 09:04:38,payment,failed,network_error,VIP,54,0,False,none,0,143344,0,False,0
txn_a48fb610,cust_0072,9488,INR,2026-07-03 07:00:38,invoice,successful,none,new,0,0,False,none,0,9488,0,True,9488
txn_26a1a0c0,cust_0320,10415,INR,2026-07-19 13:38:38,checkout,successful,none,VIP,61,4,False,none,0,83310,0,True,10415
txn_4faa80c7,cust_0454,44269,INR,2026-07-03 03:19:38,payment,failed,insufficient_funds,VIP,74,3,False,none,0,349223,0,False,0
txn_28a83df2,cust_0695,7367,INR,2026-08-16 12:01:38,checkout,successful,none,VIP,95,3,False,none,0,464887,0,True,7367
txn_c5280dd0,cust_0210,3690,INR,2026-07-28 18:55:38,invoice,overdue,none,returning,7,1,False,none,1,21841,0,False,0
txn_692ec567,cust_0546,11614,INR,2026-08-17 06:25:38,payment,failed,authentication_failure,VIP,49,4,False,none,0,178263,0,False,0
txn_7bb29343,cust_0590,5202,INR,2026-05-16 19:06:38,checkout,successful,none,returning,19,3,False,none,0,79701,0,True,5202
txn_88a691e6,cust_0852,40609,INR,2026-06-26 05:49:38,invoice,successful,none,VIP,66,0,False,none,0,309691,0,True,40609
txn_ba72a7f4,cust_0892,5254,INR,2026-08-08 02:46:38,invoice,successful,none,returning,11,1,False,none,0,40762,0,True,5254
txn_561ac855,cust_0928,33520,INR,2026-06-23 13:15:38,subscription,successful,none,returning,12,1,False,active,0,62740,0,True,33520
txn_697777d0,cust_0975,49921,INR,2026-04-04 22:46:38,payment,failed,card_declined,VIP,83,3,False,none,0,396612,0,False,0
txn_0c71e8e1,cust_0324,21281,INR,2026-03-19 09:36:38,invoice,overdue,none,new,1,0,False,none,81,22340,0,False,0
txn_f3b4b27a,cust_0520,3781,INR,2026-08-13 07:33:38,checkout,successful,none,new,1,0,False,none,0,8063,0,True,3781
txn_4dde85c3,cust_0630,42348,INR,2026-08-17 04:28:38,payment,successful,none,VIP,84,3,False,none,0,402708,0,True,42348
txn_c27a2d43,cust_0193,42818,INR,2026-07-20 17:58:38,checkout,abandoned,none,returning,20,3,True,none,0,134958,0,False,0
txn_ae5cc795,cust_0517,22607,INR,2026-05-07 02:53:38,payment,successful,none,VIP,42,0,False,none,0,128825,0,True,22607
txn_a2886b61,cust_0419,23948,INR,2026-08-03 01:43:38,subscription,failed,insufficient_funds,returning,20,0,False,canceled,0,88768,0,False,0
txn_8bc02c2c,cust_0342,16614,INR,2026-03-12 20:44:38,subscription,successful,none,new,0,0,False,active,0,16614,0,True,16614
txn_b30e0b12,cust_0318,39096,INR,2026-03-08 20:33:38,payment,successful,none,VIP,68,5,False,none,0,256016,0,True,39096
txn_56433a5d,cust_0096,45019,INR,2026-06-09 14:13:38,invoice,overdue,none,VIP,74,4,True,none,68,301355,0,False,0
txn_82f3c866,cust_0232,31968,INR,2026-08-02 02:37:38,subscription,successful,none,new,0,0,False,active,0,31968,0,True,31968
txn_7f150160,cust_0678,48507,INR,2026-07-11 20:37:38,payment,successful,none,returning,20,1,False,none,0,120227,0,True,48507
txn_65d64ce8,cust_0374,10948,INR,2026-05-05 11:52:38,subscription,failed,temporary_bank_error,VIP,50,3,False,canceled,0,152648,0,False,0
txn_6b084e8e,cust_0377,30837,INR,2026-05-22 02:53:38,subscription,successful,none,VIP,93,3,False,active,0,429063,0,True,30837
txn_4c983b94,cust_0821,10720,INR,2026-05-24 01:27:38,subscription,successful,none,VIP,37,2,False,active,0,45019,0,True,10720
txn_0565e335,cust_0292,33910,INR,2026-04-18 14:33:38,payment,successful,none,new,0,0,False,none,0,33910,0,True,33910
txn_60a69ba7,cust_0906,14651,INR,2026-05-24 12:02:38,invoice,successful,none,returning,1,3,False,none,0,15587,0,True,14651
txn_3e0db38a,cust_0029,24670,INR,2026-06-15 03:42:38,invoice,overdue,none,returning,4,2,False,none,29,31454,0,False,0
txn_fb422101,cust_0723,49831,INR,2026-08-23 11:13:38,checkout,abandoned,none,returning,15,0,True,none,0,67066,0,False,0
txn_a9955022,cust_0963,36066,INR,2026-07-30 10:11:38,checkout,abandoned,none,VIP,97,4,True,none,0,420865,0,False,0
txn_ee5dadb2,cust_0430,3229,INR,2026-04-21 23:52:38,subscription,successful,none,VIP,99,3,False,active,0,103615,0,True,3229
txn_98acb268,cust_0736,33875,INR,2026-05-29 11:50:38,subscription,successful,none,new,1,0,True,active,0,37891,0,True,33875
txn_a3d68625,cust_0537,43640,INR,2026-08-15 23:02:38,payment,successful,none,returning,3,0,False,none,0,54734,0,True,43640
txn_fd1af0ee,cust_0366,16723,INR,2026-03-20 15:37:38,invoice,overdue,none,new,1,0,False,none,3,19198,0,False,0
txn_4f71a732,cust_0137,49689,INR,2026-03-16 13:33:38,checkout,successful,none,new,1,0,False,none,0,54661,0,True,49689
txn_7d18b011,cust_0713,30549,INR,2026-05-02 18:08:38,checkout,abandoned,none,returning,6,1,True,none,0,36645,0,False,0
txn_ae31dfbd,cust_0324,13172,INR,2026-08-17 23:14:38,payment,successful,none,returning,17,3,False,none,0,97288,0,True,13172
txn_de5f3247,cust_0280,3232,INR,2026-05-07 07:05:38,checkout,successful,none,new,1,0,False,none,0,7311,0,True,3232
txn_e2c4b1ca,cust_0510,32619,INR,2026-08-07 05:48:38,invoice,overdue,none,returning,17,2,False,none,89,52611,0,False,0
txn_4cc9c244,cust_0301,11926,INR,2026-06-10 04:48:38,invoice,overdue,none,returning,4,0,False,none,70,24670,0,False,0
txn_d595244f,cust_0044,11021,INR,2026-08-13 16:44:38,subscription,failed,insufficient_funds,VIP,65,4,False,canceled,0,275116,0,False,0
txn_bb081a33,cust_0147,23909,INR,2026-03-15 08:03:38,payment,failed,temporary_bank_error,VIP,76,0,False,none,0,140493,0,False,0
txn_ef292b32,cust_0620,37274,INR,2026-08-08 01:18:38,payment,successful,none,new,1,0,False,none,0,40812,0,True,37274
txn_5a5f673b,cust_0666,26185,INR,2026-04-22 03:02:38,checkout,successful,none,returning,8,0,False,none,0,31881,0,True,26185
txn_9aea9687,cust_0794,7817,INR,2026-04-24 13:19:38,invoice,overdue,none,returning,15,1,False,none,34,50402,0,False,0
txn_5f1adbbc,cust_0177,4953,INR,2026-08-11 01:52:38,invoice,successful,none,VIP,76,0,False,none,0,241921,0,True,4953
txn_7f9053fe,cust_0729,19757,INR,2026-07-07 15:11:38,subscription,successful,none,VIP,42,2,False,active,0,215771,0,True,19757
txn_1b935245,cust_0370,1822,INR,2026-04-08 14:47:38,checkout,abandoned,none,VIP,93,2,True,none,0,404326,0,False,0
txn_3007e04a,cust_0408,4408,INR,2026-04-02 17:18:38,invoice,overdue,none,VIP,81,4,False,none,40,317473,0,False,0
txn_5ab3448e,cust_0461,42196,INR,2026-04-07 22:49:38,invoice,overdue,none,returning,17,2,False,none,10,68563,0,False,0
txn_d248b4e6,cust_0515,8556,INR,2026-07-16 14:06:38,invoice,successful,none,new,0,0,False,none,0,8556,0,True,8556
txn_d535ae79,cust_0971,14876,INR,2026-04-08 11:18:38,invoice,overdue,none,VIP,56,0,False,none,45,157788,0,False,0
txn_3115de50,cust_0657,40367,INR,2026-03-26 08:33:38,payment,failed,network_error,new,0,0,False,none,0,40367,0,False,0
txn_13e00459,cust_0084,2799,INR,2026-05-12 23:46:38,invoice,overdue,none,new,1,0,False,none,4,5025,0,False,0
txn_f08884c6,cust_0658,41201,INR,2026-08-08 21:23:38,checkout,successful,none,returning,16,1,False,none,0,102417,0,True,41201
txn_1e27f1d7,cust_0476,27338,INR,2026-06-06 19:31:38,invoice,successful,none,new,1,0,False,none,0,29014,0,True,27338
txn_d031e364,cust_0779,26230,INR,2026-07-27 10:58:38,subscription,successful,none,returning,17,0,False,active,0,79168,0,True,26230
txn_62266b38,cust_0298,6444,INR,2026-07-18 08:27:38,payment,successful,none,returning,20,3,False,none,0,57104,0,True,6444
txn_83684083,cust_0782,20594,INR,2026-06-10 04:25:38,subscription,successful,none,new,1,0,False,active,0,25310,0,True,20594
txn_2a0bd16c,cust_0990,25871,INR,2026-06-16 03:48:38,invoice,successful,none,new,0,0,True,none,0,25871,0,True,25871
txn_0a3252fb,cust_0482,42977,INR,2026-06-20 20:03:38,invoice,overdue,none,returning,18,0,False,none,87,67817,0,False,0
txn_691e51a4,cust_0047,24082,INR,2026-04-08 10:22:38,checkout,abandoned,none,returning,2,1,True,none,0,31020,0,False,0
txn_a29fd963,cust_0846,29614,INR,2026-05-19 07:36:38,checkout,successful,none,VIP,98,0,False,none,0,181906,0,True,29614
txn_af37a9ef,cust_0774,36658,INR,2026-08-17 18:24:38,invoice,overdue,none,new,0,0,False,none,47,36658,0,False,0
txn_25b96084,cust_0532,21926,INR,2026-06-07 14:01:38,invoice,successful,none,returning,5,1,False,none,0,37856,0,True,21926
txn_f0c75acd,cust_0608,48552,INR,2026-08-23 08:05:38,invoice,overdue,none,returning,17,3,False,none,39,98787,0,False,0
txn_7f85910b,cust_0612,27398,INR,2026-07-15 02:46:38,subscription,failed,unknown,returning,9,1,False,past_due,0,35678,0,False,0
txn_ffc6a46c,cust_0249,25016,INR,2026-06-08 06:17:38,payment,failed,unknown,new,0,0,True,none,0,25016,0,False,0
txn_b9091fc7,cust_0514,13462,INR,2026-04-17 12:51:38,invoice,successful,none,VIP,80,5,False,none,0,94262,0,True,13462
txn_4932694d,cust_0539,43499,INR,2026-06-01 02:04:38,invoice,successful,none,returning,11,1,False,none,0,90414,0,True,43499
txn_534a400d,cust_0197,47346,INR,2026-06-12 09:41:38,subscription,failed,network_error,new,1,0,False,canceled,0,50291,0,False,0
txn_23cd4ae8,cust_0325,46302,INR,2026-03-07 02:02:38,invoice,successful,none,returning,12,2,False,none,0,80586,0,True,46302
txn_8f29273b,cust_0978,25956,INR,2026-08-07 07:27:38,invoice,overdue,none,new,1,0,False,none,45,26800,0,False,0
txn_82691822,cust_0220,16906,INR,2026-03-22 19:49:38,invoice,successful,none,new,1,0,False,none,0,19631,0,True,16906
txn_32d536f9,cust_0654,3426,INR,2026-04-29 15:43:38,subscription,successful,none,new,0,0,False,active,0,3426,0,True,3426
txn_f280de2f,cust_0988,439,INR,2026-04-26 23:14:38,checkout,abandoned,none,VIP,40,3,True,none,0,176279,0,False,0
txn_4d2afa4d,cust_0329,18924,INR,2026-04-12 19:40:38,checkout,abandoned,none,returning,2,0,True,none,0,23728,0,False,0
txn_0c0787d1,cust_0428,2544,INR,2026-07-10 19:31:38,invoice,overdue,none,new,0,0,False,none,23,2544,0,False,0
txn_05afec16,cust_0306,2555,INR,2026-03-16 01:53:38,invoice,overdue,none,VIP,97,0,False,none,2,317223,0,False,0
