transaction_id,amount,revenue_at_risk,risk_level,root_cause,deterministic_action,ai_action,final_action,policy_approved,policy_overridden,attempted,success,amount_recovered,remaining_revenue_at_risk,outcome_reason
txn_7a9e09a9,27654.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_09f6f569,38109.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_4ef20ea6,43606.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_ccc81316,31238.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_6642f1ed,49315.0,49315.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,49315.0,Recovery attempt failed
txn_7beca169,43850.0,43850.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,43850.0,Recovery attempt failed
txn_c6fcd014,36005.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_9af30457,34263.0,34263.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,34263.0,Recovery attempt failed
txn_72037c25,22110.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_d5cbaac2,27288.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_06ca14a3,45681.0,45681.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,45681.0,Recovery attempt failed
txn_da38963c,27560.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_cb9b8bb0,26597.0,26597.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,26597.0,Recovery attempt failed
txn_62b4c684,8993.0,8993.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,8993.0,0.0,Recovery successful
txn_64d494c9,27727.0,27727.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,27727.0,Action was HUMAN_APPROVAL
txn_0c4b7d35,42813.0,42813.0,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,False,0.0,42813.0,Recovery attempt failed
txn_71218d30,37060.0,37060.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,37060.0,0.0,Recovery successful
txn_6eccee4e,20544.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_4ca093a9,37188.0,37188.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,37188.0,Recovery attempt failed
txn_587e64e9,42537.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_3c440507,11643.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_d99404ea,5779.0,5779.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,5779.0,Action was HUMAN_APPROVAL
txn_a3f3b479,23353.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_3daa28a3,32119.0,32119.0,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,32119.0,Recovery attempt failed
txn_17c59ea8,43613.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_7ec86ce3,17854.0,17854.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,17854.0,Recovery attempt failed
txn_61386056,31832.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_7d3f50c8,19909.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_9f260208,41903.0,41903.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,41903.0,Action was HUMAN_APPROVAL
txn_67b2828e,31408.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b3aaac20,36986.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_353ef777,29624.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_596703d6,43381.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_15741718,19187.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_9b9c144c,13064.0,13064.0,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,True,13064.0,0.0,Recovery successful
txn_b0076ee8,37403.0,37403.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,37403.0,0.0,Recovery successful
txn_ade80f8d,39292.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_baefac09,44158.0,44158.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,44158.0,Action was HUMAN_APPROVAL
txn_9cb5ef21,28666.0,28666.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,28666.0,Action was HUMAN_APPROVAL
txn_984f6acd,21714.0,21714.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,21714.0,Action was HUMAN_APPROVAL
txn_9c29db7c,26588.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_9c7cc98c,29069.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_88370f86,41389.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_6dd3fbf5,30341.0,30341.0,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,True,False,True,True,24272.8,6068.2,Recovery successful
txn_7706aa2b,31047.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_e6c2ae64,4675.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_13972121,32189.0,32189.0,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,True,False,True,True,25751.2,6437.8,Recovery successful
txn_160acd62,12463.0,12463.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,12463.0,Action was HUMAN_APPROVAL
txn_fc270b73,25402.0,25402.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,25402.0,0.0,Recovery successful
txn_78c7a031,6677.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_855b7f6d,17468.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_dd2ed926,41177.0,41177.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,41177.0,Action was HUMAN_APPROVAL
txn_8504cb91,28540.0,28540.0,MEDIUM,OTHER_REVENUE_RISK,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,28540.0,0.0,Recovery successful
txn_419a832e,19326.0,19326.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,19326.0,Recovery attempt failed
txn_71ce2339,11900.0,11900.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,11900.0,0.0,Recovery successful
txn_352112e8,16744.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_fc1f5cf9,38607.0,38607.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,38607.0,Action was HUMAN_APPROVAL
txn_d4b52527,37581.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_e84d2ae0,3314.0,3314.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,3314.0,0.0,Recovery successful
txn_89d8663b,6467.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_e2c6e764,13259.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_47dbae94,31678.0,31678.0,LOW,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,31678.0,Recovery attempt failed
txn_6be33f06,44423.0,44423.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,44423.0,Action was HUMAN_APPROVAL
txn_412c40f5,49187.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_cffa3179,14607.0,14607.0,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,14607.0,Action was HUMAN_APPROVAL
txn_f2d30c92,20046.0,20046.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,20046.0,Action was HUMAN_APPROVAL
txn_388d6f21,45744.0,45744.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,45744.0,Action was HUMAN_APPROVAL
txn_6a52adea,24383.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_06784a36,23606.0,23606.0,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,True,False,True,True,18884.8,4721.2,Recovery successful
txn_a110688a,1499.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_f990ff1c,15369.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_5d72839f,11535.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_9050df96,17491.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_6c951e33,39006.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_2b9fec9d,2141.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_e5ab3fa2,39965.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_14a711cc,33231.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_3bda5506,26231.0,26231.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,26231.0,Recovery attempt failed
txn_12ceb684,10103.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a3a37954,36904.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c1aa6210,39448.0,39448.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,39448.0,Action was HUMAN_APPROVAL
txn_1c710188,24188.0,24188.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,24188.0,Recovery attempt failed
txn_4f7cc4d6,36586.0,36586.0,MEDIUM,PAYMENT_INFRASTRUCTURE_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,True,36586.0,0.0,Recovery successful
txn_a48fb610,9488.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_26a1a0c0,10415.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_4faa80c7,44269.0,44269.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,44269.0,0.0,Recovery successful
txn_28a83df2,7367.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c5280dd0,3690.0,3690.0,MEDIUM,OVERDUE_RECEIVABLE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,3690.0,Recovery attempt failed
txn_692ec567,11614.0,11614.0,MEDIUM,AUTHENTICATION_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,11614.0,0.0,Recovery successful
txn_7bb29343,5202.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_88a691e6,40609.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_ba72a7f4,5254.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_561ac855,33520.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_697777d0,49921.0,49921.0,MEDIUM,PAYMENT_METHOD_FAILURE,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,False,0.0,49921.0,Recovery attempt failed
txn_0c71e8e1,21281.0,21281.0,MEDIUM,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,21281.0,Action was HUMAN_APPROVAL
txn_f3b4b27a,3781.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_4dde85c3,42348.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_c27a2d43,42818.0,42818.0,MEDIUM,CHECKOUT_ABANDONMENT,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,42818.0,0.0,Recovery successful
txn_ae5cc795,22607.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_a2886b61,23948.0,23948.0,MEDIUM,INSUFFICIENT_FUNDS,PAYMENT_REMINDER,PAYMENT_REMINDER,PAYMENT_REMINDER,True,False,True,True,23948.0,0.0,Recovery successful
txn_8bc02c2c,16614.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_b30e0b12,39096.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_56433a5d,45019.0,45019.0,HIGH,OVERDUE_RECEIVABLE,HUMAN_APPROVAL,HUMAN_APPROVAL,HUMAN_APPROVAL,True,False,False,False,0.0,45019.0,Action was HUMAN_APPROVAL
txn_82f3c866,31968.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_7f150160,48507.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_65d64ce8,10948.0,10948.0,MEDIUM,TEMPORARY_PAYMENT_FAILURE,SMART_RETRY,SMART_RETRY,SMART_RETRY,True,False,True,True,10948.0,0.0,Recovery successful
txn_6b084e8e,30837.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_4c983b94,10720.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_0565e335,33910.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_60a69ba7,14651.0,0.0,LOW,OTHER_REVENUE_RISK,NONE,NONE,NONE,True,False,False,False,0.0,0.0,No revenue risk
txn_3e0db38a,24670.0,24670.0,MEDIUM,OVERDUE_RECEIVABLE,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,RECEIVABLES_ESCALATION,True,False,True,True,19736.0,4934.0,Recovery successful
